area_type,availability,size(BHK),total_sqft,bath,balcony,price,location,price_per_sqft
Plot  Area,Ready To Move,5.0,2350.0,5.0,1.5845003933910307,325.0,Swargate,13829.787234042553
Plot  Area,18-May,3.0,1200.0,3.0,2.0,225.0,Tilak Road,18750.0
Carpet  Area,Ready To Move,3.0,2050.0,3.0,2.0,135.0,Uruli Devachi,6585.365853658536
Super built-up  Area,Ready To Move,2.0,1335.0,2.0,1.0,95.0,Vadgaon Budruk,7116.104868913858
Plot  Area,Ready To Move,2.0,2100.0,1.0,1.0,200.0,Wadgaon Sheri,9523.809523809523
Super built-up  Area,18-Dec,3.0,1255.0,3.0,2.0,77.68,Viman Nagar,6189.641434262949
Super built-up  Area,Ready To Move,2.0,1140.0,2.0,1.0,59.0,Vishrant Wadi,5175.438596491228
Super built-up  Area,Ready To Move,3.0,2376.0,3.0,1.0,240.0,Wagholi,10101.0101010101
Super built-up  Area,19-Mar,1.0,663.0,1.0,1.0,46.0,Wakadewadi,6938.15987933635
Super built-up  Area,Ready To Move,2.0,1276.0,2.0,0.0,146.0,Wanowrie,11442.006269592477
Super built-up  Area,Ready To Move,3.0,1450.0,3.0,3.0,60.9,Warje,4200.0
Super built-up  Area,Ready To Move,3.0,1400.0,3.0,3.0,66.0,Yerawada,4714.285714285715
Super built-up  Area,17-Oct,2.0,1339.0,2.0,1.0,53.56,Alandi Road,4000.0
Built-up  Area,18-Dec,3.0,1220.0,2.0,1.0,35.23,Ambegaon Budruk,2887.7049180327863
Built-up  Area,Ready To Move,3.0,2200.0,3.0,2.0,275.0,Anandnagar,12500.0
Built-up  Area,Ready To Move,2.0,1305.0,2.0,2.0,52.0,Aundh,3984.6743295019155
Built-up  Area,Ready To Move,3.0,1740.0,3.0,3.0,80.0,Aundh Road,4597.701149425287
Super built-up  Area,Ready To Move,2.0,680.0,1.0,1.0,21.0,Balaji Nagar,3088.235294117647
Super built-up  Area,Ready To Move,2.0,1154.0,2.0,2.0,47.0,Baner,4072.790294627383
Built-up  Area,Ready To Move,2.0,1200.0,2.0,2.0,40.0,Baner road,3333.3333333333335
Super built-up  Area,Ready To Move,2.0,1155.0,2.0,2.0,54.5,Bhandarkar Road,4718.614718614718
Super built-up  Area,Ready To Move,3.0,1525.0,2.0,3.0,63.0,Bhavani Peth,4131.147540983607
Built-up  Area,Ready To Move,1.0,600.0,1.0,1.0,125.0,Bibvewadi,20833.333333333332
Super built-up  Area,19-Dec,4.0,2470.0,5.0,2.0,192.0,Bopodi,7773.27935222672
Super built-up  Area,Ready To Move,2.0,1100.0,2.0,1.0,60.0,Budhwar Peth,5454.545454545455
Super built-up  Area,Ready To Move,2.0,1250.0,2.0,2.0,65.0,Bund Garden Road,5200.0
Super built-up  Area,Ready To Move,2.0,1400.0,2.0,1.0,70.0,Camp,5000.0
Super built-up  Area,Ready To Move,3.0,1600.0,3.0,2.0,100.0,Chandan Nagar,6250.0
Built-up  Area,Ready To Move,2.0,1060.0,2.0,1.0,55.0,Dapodi,5188.679245283019
Super built-up  Area,Ready To Move,2.0,1272.0,2.0,2.0,50.0,Deccan Gymkhana,3930.817610062893
Super built-up  Area,19-Jul,2.0,1296.0,2.0,2.0,105.0,Dehu Road,8101.851851851852
Built-up  Area,Ready To Move,4.0,2100.0,3.0,2.0,280.0,Dhankawadi,13333.333333333334
Super built-up  Area,Ready To Move,3.0,1945.0,3.0,3.0,115.0,Dhayari Phata,5912.596401028278
Super built-up  Area,19-Nov,3.0,1033.0,2.0,2.0,30.47,Dhole Patil Road,2949.6611810261375
Super built-up  Area,Ready To Move,3.0,2300.0,2.0,1.5845003933910307,69.0,Erandwane,3000.0
Super built-up  Area,18-Aug,2.0,1235.0,2.0,2.0,52.76,Fatima Nagar,4272.064777327935
Super built-up  Area,Ready To Move,3.0,2100.0,3.0,1.0,270.0,Fergusson College Road,12857.142857142857
Super built-up  Area,Ready To Move,2.0,850.0,2.0,1.0,42.5,Ganesh Peth,5000.0
Super built-up  Area,Ready To Move,3.0,1880.0,3.0,2.0,110.0,Ganeshkhind,5851.063829787234
Super built-up  Area,20-May,4.0,2450.0,4.0,2.0,368.0,Ghorpade Peth,15020.408163265307
Super built-up  Area,Ready To Move,2.0,1060.0,2.0,2.0,52.0,Ghorpadi,4905.66037735849
Super built-up  Area,Ready To Move,3.0,2041.0,3.0,3.0,138.0,Gokhale Nagar,6761.391474767271
Built-up  Area,Ready To Move,2.0,1050.0,2.0,2.0,125.0,Gultekdi,11904.761904761905
Super built-up  Area,Ready To Move,2.0,1037.0,2.0,1.0,36.28,Guruwar peth,3498.553519768563
Built-up  Area,21-Dec,2.0,1150.0,2.0,1.0,39.0,Hadapsar,3391.304347826087
Super built-up  Area,Ready To Move,2.0,1184.0,2.0,1.0,62.0,Hadapsar Industrial Estate,5236.486486486487
Built-up  Area,Ready To Move,3.0,1680.0,3.0,2.0,126.0,Hingne Khurd,7500.0
Super built-up  Area,18-Apr,3.0,1411.0,3.0,2.0,100.0,Jangali Maharaj Road,7087.172218284904
Plot  Area,Ready To Move,5.0,900.0,5.0,0.0,55.0,Kalyani Nagar,6111.111111111111
Super built-up  Area,21-Dec,2.0,900.0,2.0,2.0,41.0,Karve Nagar,4555.555555555556
Built-up  Area,Ready To Move,4.0,3500.0,4.0,3.0,320.0,Karve Road,9142.857142857143
Super built-up  Area,Ready To Move,3.0,1702.0,3.0,2.0,120.0,Kasba Peth,7050.5287896592245
Super built-up  Area,Ready To Move,2.0,1185.0,2.0,2.0,45.0,Katraj,3797.46835443038
Super built-up  Area,21-Jan,3.0,1300.0,3.0,1.0,64.0,Khadaki,4923.076923076923
Super built-up  Area,Ready To Move,3.0,1545.0,3.0,2.0,65.0,Khadki,4207.119741100324
Super built-up  Area,Ready To Move,3.0,1515.0,2.0,2.0,135.0,Kharadi,8910.89108910891
Super built-up  Area,Ready To Move,3.0,1300.0,3.0,3.0,55.0,Kondhwa,4230.7692307692305
Super built-up  Area,Ready To Move,2.0,1107.0,2.0,1.0,57.0,Kondhwa Budruk,5149.051490514905
Super built-up  Area,Ready To Move,3.0,1720.0,3.0,2.0,106.0,Kondhwa Khurd,6162.790697674419
Super built-up  Area,Ready To Move,3.0,1540.0,3.0,2.0,150.0,Koregaon Park,9740.25974025974
Super built-up  Area,Ready To Move,2.0,1000.0,2.0,1.0,44.5,Kothrud,4450.0
Super built-up  Area,21-Dec,1.0,710.0,1.0,1.0,40.42,Law College Road,5692.957746478874
Super built-up  Area,Ready To Move,2.0,1100.0,2.0,1.0,38.0,Laxmi Road,3454.5454545454545
Built-up  Area,Ready To Move,4.0,3200.0,4.0,0.0,270.0,Lulla Nagar,8437.5
Plot  Area,Ready To Move,2.0,900.0,2.0,2.0,160.0,Mahatma Gandhi Road,17777.777777777777
Built-up  Area,Ready To Move,2.0,1250.0,2.0,0.0,48.0,Mangalwar peth,3840.0
Built-up  Area,Ready To Move,5.0,2400.0,4.0,3.0,130.0,Manik Bagh,5416.666666666667
Super built-up  Area,Ready To Move,3.0,1584.01,3.0,1.0,104.0,Market yard,6565.615116066187
Plot  Area,Ready To Move,4.0,875.0,4.0,0.0,150.0,Model colony,17142.85714285714
Plot  Area,Ready To Move,4.0,1200.0,6.0,3.0,60.0,Mukund Nagar,5000.0
Super built-up  Area,Ready To Move,3.0,1485.0,2.0,2.0,70.0,Mundhawa,4713.804713804714
Built-up  Area,Ready To Move,3.0,1100.0,2.0,1.0,78.0,Nagar Road,7090.909090909091
Super built-up  Area,18-Mar,2.0,1245.0,2.0,1.0,59.0,Nana Peth,4738.955823293173
Built-up  Area,19-Dec,4.0,1880.0,4.0,0.0,154.0,Narayan Peth,8191.489361702128
Super built-up  Area,20-Jul,3.0,2214.0,3.0,3.0,350.0,Narayangaon,15808.491418247515
Built-up  Area,18-Jun,2.0,1050.0,2.0,2.0,45.0,Navi Peth,4285.714285714285
Plot  Area,Ready To Move,4.0,600.0,4.0,2.0,95.0,Padmavati,15833.333333333334
Super built-up  Area,19-Jul,3.0,1640.0,3.0,2.0,105.0,Parvati Darshan,6402.4390243902435
Super built-up  Area,Ready To Move,2.0,1165.0,2.0,1.0,65.0,Pashan,5579.399141630901
Built-up  Area,Ready To Move,2.0,1110.0,2.0,1.0,43.0,Paud Road,3873.873873873874
Super built-up  Area,Ready To Move,7.0,1200.0,5.0,2.0,200.0,Pirangut,16666.666666666668
Built-up  Area,Ready To Move,4.0,4000.0,4.0,2.0,630.0,Prabhat Road,15750.0
Built-up  Area,Ready To Move,4.0,4500.0,4.0,0.0,150.0,Pune Railway Station,3333.3333333333335
Plot  Area,Ready To Move,4.0,600.0,4.0,3.0,65.0,Rasta Peth,10833.333333333334
Super built-up  Area,Ready To Move,2.0,1300.0,2.0,2.0,75.0,Raviwar Peth,5769.2307692307695
Plot  Area,Ready To Move,2.0,1200.0,1.0,0.0,42.0,Sadashiv Peth,3500.0
Plot  Area,Immediate Possession,nan,1500.0,2.6926619356786956,1.5845003933910307,12.75,Sahakar Nagar,850.0
Super built-up  Area,18-Aug,2.0,1232.0,2.0,1.0,69.61,Salunke Vihar,5650.162337662337
Super built-up  Area,Ready To Move,3.0,1704.0,3.0,2.0,94.36,Sasson Road,5537.55868544601
Built-up  Area,Ready To Move,3.0,1275.0,2.0,2.0,88.0,Satara Road,6901.9607843137255
Super built-up  Area,Ready To Move,3.0,1222.0,2.0,1.0,68.0,Senapati Bapat Road,5564.648117839607
Super built-up  Area,Ready To Move,2.0,1155.0,2.0,2.0,39.0,Shaniwar Peth,3376.6233766233768
Super built-up  Area,18-Apr,2.0,1000.0,2.0,1.0,29.95,Shivaji Nagar,2995.0
Super built-up  Area,Ready To Move,2.0,1200.0,2.0,1.0,45.0,Shukrawar Peth,3750.0
Super built-up  Area,19-Dec,3.0,1517.0,3.0,2.0,71.28,Sinhagad Road,4698.7475280158205
Super built-up  Area,18-May,2.0,1166.0,2.0,1.0,37.29,Somwar Peth,3198.1132075471696
Built-up  Area,Ready To Move,2.0,870.0,2.0,2.0,24.0,Swargate,2758.6206896551726
Super built-up  Area,Ready To Move,5.0,4000.0,5.0,2.0,170.0,Tilak Road,4250.0
Plot  Area,Ready To Move,4.0,1350.0,4.0,1.0,230.0,Uruli Devachi,17037.037037037036
Super built-up  Area,Ready To Move,4.0,3019.0,6.0,1.5845003933910307,190.0,Vadgaon Budruk,6293.474660483604
Super built-up  Area,Ready To Move,3.0,1345.0,3.0,1.0,58.0,Wadgaon Sheri,4312.267657992565
Plot  Area,Ready To Move,3.0,900.0,3.0,1.0,75.0,Viman Nagar,8333.333333333334
Super built-up  Area,Ready To Move,4.0,3800.0,5.0,2.0,170.0,Vishrant Wadi,4473.684210526316
Super built-up  Area,Ready To Move,3.0,971.0,2.0,2.0,38.0,Wagholi,3913.491246138002
Super built-up  Area,Ready To Move,2.0,1255.0,2.0,1.0,52.32,Wakadewadi,4168.924302788844
Built-up  Area,Ready To Move,2.0,1810.0,2.0,2.0,65.0,Wanowrie,3591.160220994475
Built-up  Area,Ready To Move,2.0,1300.0,2.0,1.0,58.0,Warje,4461.538461538462
Super built-up  Area,Ready To Move,2.0,1185.0,2.0,2.0,45.0,Yerawada,3797.46835443038
Super built-up  Area,Ready To Move,2.0,1350.0,2.0,3.0,68.0,Alandi Road,5037.037037037037
Super built-up  Area,20-Jun,3.0,1590.0,3.0,0.0,76.16,Ambegaon Budruk,4789.937106918239
Super built-up  Area,Ready To Move,7.0,3000.0,6.0,3.0,180.0,Anandnagar,6000.0
Plot  Area,Ready To Move,4.0,1560.0,3.0,2.0,149.0,Aundh,9551.28205128205
Super built-up  Area,Ready To Move,3.0,1650.0,3.0,1.5845003933910307,126.0,Aundh Road,7636.363636363636
Super built-up  Area,Ready To Move,3.0,1645.0,3.0,2.0,87.0,Balaji Nagar,5288.753799392097
Super built-up  Area,Ready To Move,3.0,1748.0,3.0,1.5845003933910307,103.0,Baner,5892.448512585813
Plot  Area,18-Nov,3.0,1200.0,3.0,1.0,67.77,Baner road,5647.5
Built-up  Area,Ready To Move,2.0,1170.0,2.0,3.0,50.0,Bhandarkar Road,4273.504273504273
Built-up  Area,Ready To Move,4.0,3420.0,4.0,2.0,225.0,Bhavani Peth,6578.9473684210525
Built-up  Area,Ready To Move,3.0,1320.0,2.0,2.0,65.0,Bibvewadi,4924.242424242424
Super built-up  Area,18-Jul,3.0,1610.0,3.0,2.0,84.53,Bopodi,5250.310559006211
Super built-up  Area,Ready To Move,3.0,1870.0,3.0,3.0,180.0,Budhwar Peth,9625.668449197861
Super built-up  Area,Ready To Move,3.0,1510.0,2.0,1.0,110.0,Bund Garden Road,7284.76821192053
Built-up  Area,Ready To Move,6.0,2700.0,7.0,3.0,110.0,Camp,4074.074074074074
Super built-up  Area,Ready To Move,3.0,1305.0,2.0,1.0,45.68,Chandan Nagar,3500.383141762452
Super built-up  Area,Ready To Move,3.0,1500.0,2.0,1.0,70.0,Dapodi,4666.666666666667
Super built-up  Area,Ready To Move,2.0,1149.0,2.0,1.0,130.0,Deccan Gymkhana,11314.186248912098
Built-up  Area,Ready To Move,4.0,1948.0,4.0,2.0,129.0,Dehu Road,6622.17659137577
Plot  Area,Ready To Move,3.0,1448.0,3.0,1.0,70.0,Dhankawadi,4834.254143646409
Super built-up  Area,Ready To Move,2.0,1242.0,2.0,1.0,78.0,Dhayari Phata,6280.193236714976
Super built-up  Area,Ready To Move,2.0,1268.0,2.0,1.0,58.0,Dhole Patil Road,4574.132492113565
Super built-up  Area,Ready To Move,2.0,1101.0,2.0,1.0,50.0,Erandwane,4541.326067211626
Super built-up  Area,Ready To Move,2.0,1255.0,2.0,3.0,65.0,Fatima Nagar,5179.282868525896
Super built-up  Area,Ready To Move,3.0,1362.0,3.0,1.0,62.63,Fergusson College Road,4598.384728340676
Super built-up  Area,Ready To Move,3.0,984.0,3.0,2.0,140.0,Ganesh Peth,14227.642276422765
Super built-up  Area,18-May,2.0,1089.0,2.0,1.0,32.67,Ganeshkhind,3000.0
Built-up  Area,Ready To Move,2.0,800.0,1.0,3.0,95.0,Ghorpade Peth,11875.0
Super built-up  Area,Ready To Move,3.0,1345.0,2.0,1.0,57.0,Ghorpadi,4237.918215613383
Plot  Area,Ready To Move,8.0,3600.0,9.0,3.0,125.0,Gokhale Nagar,3472.222222222222
Plot  Area,Ready To Move,4.0,1650.0,2.0,1.0,140.0,Gultekdi,8484.848484848484
Super built-up  Area,Ready To Move,2.0,950.0,2.0,1.0,45.0,Guruwar peth,4736.8421052631575
Super built-up  Area,Ready To Move,2.0,1068.0,2.0,1.0,43.0,Hadapsar,4026.2172284644193
Built-up  Area,Ready To Move,2.0,860.0,1.0,2.0,31.0,Hadapsar Industrial Estate,3604.6511627906975
Built-up  Area,Ready To Move,8.0,3000.0,5.0,1.5845003933910307,130.0,Hingne Khurd,4333.333333333333
Super built-up  Area,Ready To Move,3.0,1756.0,3.0,2.0,66.73,Jangali Maharaj Road,3800.113895216401
Super built-up  Area,Ready To Move,2.0,1205.0,2.0,1.0,41.0,Kalyani Nagar,3402.4896265560164
Plot  Area,Ready To Move,8.0,1120.0,8.0,1.5845003933910307,155.0,Karve Nagar,13839.285714285714
Super built-up  Area,Ready To Move,3.0,1800.0,3.0,2.0,125.0,Karve Road,6944.444444444444
Super built-up  Area,18-Jan,4.0,8321.0,5.0,2.0,2912.0,Kasba Peth,34995.79377478668
Built-up  Area,Ready To Move,3.0,1604.0,3.0,0.0,68.0,Katraj,4239.401496259352
Super built-up  Area,18-May,4.0,2732.0,4.0,3.0,204.0,Khadaki,7467.0571010248905
Super built-up  Area,18-Dec,2.0,1015.0,2.0,2.0,25.88,Khadki,2549.753694581281
Super built-up  Area,Ready To Move,3.0,1200.0,2.0,2.0,42.0,Kharadi,3500.0
Super built-up  Area,Ready To Move,2.0,1010.0,2.0,2.0,38.0,Kondhwa,3762.3762376237623
Built-up  Area,Ready To Move,2.0,1250.0,3.0,0.0,170.0,Kondhwa Budruk,13600.0
Super built-up  Area,Ready To Move,2.0,1010.0,2.0,1.0,41.0,Kondhwa Khurd,4059.4059405940593
Super built-up  Area,Ready To Move,2.0,1050.0,2.0,2.0,33.1,Koregaon Park,3152.3809523809523
Super built-up  Area,Ready To Move,3.0,1710.0,3.0,2.0,85.0,Kothrud,4970.7602339181285
Super built-up  Area,19-Jan,3.0,1248.52,3.0,2.0,115.0,Law College Road,9210.90571236344
Built-up  Area,Ready To Move,1.0,410.0,1.0,1.0,10.0,Laxmi Road,2439.0243902439024
Super built-up  Area,18-Oct,3.0,1656.0,2.0,1.0,62.93,Lulla Nagar,3800.1207729468597
Super built-up  Area,Ready To Move,3.0,1451.0,3.0,1.0,68.0,Mahatma Gandhi Road,4686.423156443831
Super built-up  Area,Ready To Move,6.0,1200.0,3.0,0.0,175.0,Mangalwar peth,14583.333333333334
Super built-up  Area,Ready To Move,2.0,1250.0,2.0,2.0,93.0,Manik Bagh,7440.0
Plot  Area,Ready To Move,3.0,4395.0,3.0,3.0,240.0,Market yard,5460.750853242321
Super built-up  Area,Ready To Move,4.0,4600.0,6.0,2.0,650.0,Model colony,14130.434782608696
Built-up  Area,Ready To Move,3.0,1340.0,2.0,3.0,42.0,Mukund Nagar,3134.3283582089553
Super built-up  Area,Ready To Move,2.0,1100.0,2.0,2.0,38.5,Mundhawa,3500.0
Super built-up  Area,Ready To Move,4.0,6000.0,6.0,1.5845003933910307,700.0,Nagar Road,11666.666666666666
Super built-up  Area,Ready To Move,3.0,1700.0,3.0,1.0,71.0,Nana Peth,4176.470588235294
Plot  Area,Ready To Move,6.0,1200.0,5.0,0.0,150.0,Narayan Peth,12500.0
Super built-up  Area,Ready To Move,2.0,1096.0,2.0,1.0,43.0,Narayangaon,3923.3576642335765
Super built-up  Area,18-May,2.0,1160.0,2.0,1.0,33.5,Navi Peth,2887.9310344827586
Built-up  Area,Ready To Move,3.0,1936.0,3.0,2.0,139.0,Padmavati,7179.752066115702
Super built-up  Area,Ready To Move,3.0,1269.0,2.0,2.0,63.0,Parvati Darshan,4964.5390070921985
Super built-up  Area,19-Dec,3.0,3500.0,3.0,1.0,630.0,Pashan,18000.0
Super built-up  Area,18-May,3.0,1586.0,3.0,1.0,125.0,Paud Road,7881.462799495586
Super built-up  Area,18-Jul,2.0,1376.0,2.0,1.0,124.0,Pirangut,9011.627906976744
Super built-up  Area,Ready To Move,3.0,1452.0,3.0,3.0,56.5,Prabhat Road,3891.184573002755
Super built-up  Area,18-Aug,3.0,1538.0,3.0,1.0,107.0,Pune Railway Station,6957.087126137842
Super built-up  Area,18-May,3.0,1427.0,2.0,1.0,130.0,Rasta Peth,9110.021023125439
Built-up  Area,Ready To Move,2.0,935.0,2.0,0.0,40.0,Raviwar Peth,4278.07486631016
Built-up  Area,Ready To Move,2.0,1220.0,2.0,3.0,65.0,Sadashiv Peth,5327.868852459016
Super built-up  Area,Ready To Move,2.0,1197.0,2.0,1.0,77.0,Sahakar Nagar,6432.748538011696
Super built-up  Area,18-Dec,2.0,674.0,1.0,1.0,19.9,Salunke Vihar,2952.522255192878
Built-up  Area,Ready To Move,1.0,410.0,1.0,1.0,15.0,Sasson Road,3658.5365853658536
Built-up  Area,18-Apr,3.0,1573.0,3.0,1.0,90.0,Satara Road,5721.551176096631
Super built-up  Area,Ready To Move,2.0,1135.0,2.0,2.0,58.0,Senapati Bapat Road,5110.132158590309
Built-up  Area,18-Dec,3.0,1400.0,2.0,1.0,40.43,Shaniwar Peth,2887.8571428571427
Super built-up  Area,Ready To Move,1.0,1200.0,1.0,0.0,65.0,Shivaji Nagar,5416.666666666667
Plot  Area,Ready To Move,3.0,1800.0,3.0,0.0,95.0,Shukrawar Peth,5277.777777777777
Built-up  Area,Ready To Move,3.0,2045.0,3.0,2.0,108.0,Sinhagad Road,5281.173594132029
Super built-up  Area,Ready To Move,2.0,1268.0,2.0,1.0,56.0,Somwar Peth,4416.403785488959
Super built-up  Area,Ready To Move,2.0,883.0,2.0,1.0,39.0,Swargate,4416.761041902605
Super built-up  Area,Ready To Move,3.0,1600.0,3.0,3.0,100.0,Tilak Road,6250.0
Super built-up  Area,Ready To Move,2.0,1056.0,2.0,2.0,70.0,Uruli Devachi,6628.787878787879
Plot  Area,Ready To Move,10.0,1200.0,11.0,1.5845003933910307,105.0,Vadgaon Budruk,8750.0
Plot  Area,Ready To Move,4.0,4500.0,4.0,1.5845003933910307,330.0,Wadgaon Sheri,7333.333333333333
Super built-up  Area,Ready To Move,2.0,1204.0,2.0,2.0,58.0,Viman Nagar,4817.275747508305
Super built-up  Area,Ready To Move,3.0,1410.0,2.0,1.0,54.0,Vishrant Wadi,3829.7872340425533
Built-up  Area,Ready To Move,2.0,1460.0,2.0,1.0,80.3,Wagholi,5500.0
Super built-up  Area,Ready To Move,2.0,1100.0,2.0,1.0,41.18,Wakadewadi,3743.6363636363635
Super built-up  Area,Ready To Move,2.0,1310.0,2.0,1.0,88.0,Wanowrie,6717.557251908397
Super built-up  Area,Ready To Move,3.0,1600.0,3.0,2.0,90.0,Warje,5625.0
Super built-up  Area,Ready To Move,2.0,1250.0,2.0,2.0,55.0,Yerawada,4400.0
Super built-up  Area,Ready To Move,3.0,1665.0,3.0,2.0,74.93,Alandi Road,4500.3003003003005
Super built-up  Area,Ready To Move,3.0,1345.0,2.0,1.0,57.0,Ambegaon Budruk,4237.918215613383
Built-up  Area,Ready To Move,5.0,2000.0,5.0,2.0,240.0,Anandnagar,12000.0
Super built-up  Area,Ready To Move,2.0,1416.0,2.0,2.0,67.0,Aundh,4731.6384180790965
Super built-up  Area,Ready To Move,2.0,1145.0,2.0,2.0,46.0,Aundh Road,4017.467248908297
Built-up  Area,Ready To Move,10.0,7200.0,10.0,3.0,200.0,Balaji Nagar,2777.777777777778
Built-up  Area,Ready To Move,3.0,1231.0,3.0,2.0,58.0,Baner,4711.6165718927705
Super built-up  Area,Ready To Move,3.0,1664.0,3.0,0.0,73.95,Baner road,4444.110576923077
Built-up  Area,Ready To Move,3.0,2000.0,3.0,1.0,76.0,Bhandarkar Road,3800.0
Built-up  Area,Ready To Move,2.0,972.0,2.0,2.0,43.0,Bhavani Peth,4423.868312757201
Built-up  Area,Ready To Move,4.0,4500.0,4.0,3.0,345.0,Bibvewadi,7666.666666666667
Super built-up  Area,Ready To Move,2.0,1185.0,2.0,1.0,47.39,Bopodi,3999.15611814346
Built-up  Area,Ready To Move,3.0,1750.0,3.0,2.0,81.0,Budhwar Peth,4628.571428571428
Built-up  Area,Ready To Move,3.0,3155.0,4.0,1.5845003933910307,316.0,Bund Garden Road,10015.847860538826
Super built-up  Area,18-Dec,2.0,1007.0,2.0,1.0,68.0,Camp,6752.730883813307
Super built-up  Area,Ready To Move,3.0,1700.0,3.0,2.0,200.0,Chandan Nagar,11764.70588235294
Super built-up  Area,Ready To Move,2.0,1250.0,2.0,2.0,85.0,Dapodi,6800.0
Super built-up  Area,Ready To Move,2.0,1200.0,2.0,1.0,54.0,Deccan Gymkhana,4500.0
Super built-up  Area,18-Aug,2.0,994.0,2.0,1.0,42.28,Dehu Road,4253.521126760564
Super built-up  Area,18-Apr,2.0,1150.0,2.0,2.0,40.0,Dhankawadi,3478.2608695652175
Super built-up  Area,Ready To Move,2.0,1220.0,2.0,2.0,46.0,Dhayari Phata,3770.4918032786886
Super built-up  Area,Ready To Move,2.0,1441.0,2.0,1.0,115.0,Dhole Patil Road,7980.569049271339
Super built-up  Area,19-Mar,2.0,1157.0,2.0,2.0,47.32,Erandwane,4089.887640449438
Super built-up  Area,Ready To Move,6.0,1300.0,6.0,3.0,150.0,Fatima Nagar,11538.461538461539
Super built-up  Area,Ready To Move,2.0,1400.0,2.0,2.0,105.0,Fergusson College Road,7500.0
Built-up  Area,Ready To Move,3.0,1370.07,3.0,1.0,65.0,Ganesh Peth,4744.283138817725
Plot  Area,Ready To Move,5.0,1200.0,4.0,1.0,130.0,Ganeshkhind,10833.333333333334
Super built-up  Area,20-Dec,2.0,900.0,2.0,1.0,40.0,Ghorpade Peth,4444.444444444444
Super built-up  Area,Ready To Move,1.0,418.0,1.0,1.0,17.0,Ghorpadi,4066.9856459330144
Plot  Area,Ready To Move,3.0,1200.0,3.0,1.0,80.0,Gokhale Nagar,6666.666666666667
Built-up  Area,Ready To Move,2.0,1200.0,2.0,3.0,43.0,Gultekdi,3583.3333333333335
Super built-up  Area,Ready To Move,2.0,1062.0,2.0,1.0,42.48,Guruwar peth,4000.0
Super built-up  Area,Ready To Move,2.0,1120.0,2.0,1.0,51.0,Hadapsar,4553.571428571428
Super built-up  Area,Ready To Move,2.0,1012.0,2.0,1.0,44.0,Hadapsar Industrial Estate,4347.826086956522
Plot  Area,Ready To Move,3.0,1500.0,2.0,1.0,200.0,Hingne Khurd,13333.333333333334
Built-up  Area,Ready To Move,4.0,950.0,4.0,1.5845003933910307,180.0,Jangali Maharaj Road,18947.36842105263
Super built-up  Area,Ready To Move,2.0,675.0,2.0,2.0,13.5,Kalyani Nagar,2000.0
Super built-up  Area,Ready To Move,2.0,1430.0,2.0,2.0,78.0,Karve Nagar,5454.545454545455
Super built-up  Area,Ready To Move,3.0,1195.0,2.0,1.0,56.0,Karve Road,4686.192468619247
Super built-up  Area,Ready To Move,3.0,2640.0,5.0,1.0,150.0,Kasba Peth,5681.818181818182
Super built-up  Area,Ready To Move,3.0,1075.0,2.0,1.0,42.0,Katraj,3906.9767441860463
Super built-up  Area,18-Sep,3.0,1570.0,3.0,0.0,75.99,Khadaki,4840.127388535031
Plot  Area,Ready To Move,6.0,782.0,4.0,2.0,85.0,Khadki,10869.565217391304
Built-up  Area,18-Feb,2.0,1011.0,2.0,1.0,59.0,Kharadi,5835.806132542038
Super built-up  Area,Ready To Move,3.0,1450.0,2.0,1.0,102.0,Kondhwa,7034.482758620689
Super built-up  Area,Ready To Move,2.0,1129.0,2.0,1.0,69.0,Kondhwa Budruk,6111.603188662533
Super built-up  Area,Ready To Move,2.0,1126.0,2.0,1.0,36.0,Kondhwa Khurd,3197.158081705151
Plot  Area,18-Dec,3.0,1200.0,3.0,1.5845003933910307,110.0,Koregaon Park,9166.666666666666
Super built-up  Area,Ready To Move,3.0,1180.0,2.0,2.0,45.0,Kothrud,3813.5593220338983
Plot  Area,Ready To Move,3.0,600.0,4.0,2.0,125.0,Law College Road,20833.333333333332
Plot  Area,18-Apr,4.0,940.0,4.0,2.0,45.0,Laxmi Road,4787.234042553191
Super built-up  Area,Ready To Move,3.0,1933.0,3.0,2.0,140.0,Lulla Nagar,7242.628039317124
Built-up  Area,Ready To Move,2.0,1082.0,2.0,2.0,64.0,Mahatma Gandhi Road,5914.972273567468
Plot  Area,Ready To Move,8.0,2400.0,8.0,1.0,250.0,Mangalwar peth,10416.666666666666
Super built-up  Area,19-Dec,1.0,610.0,1.0,0.0,28.0,Manik Bagh,4590.163934426229
Plot  Area,Ready To Move,4.0,1560.0,4.0,1.0,160.0,Market yard,10256.410256410256
Super built-up  Area,Ready To Move,3.0,1300.0,3.0,3.0,77.99,Model colony,5999.230769230769
Built-up  Area,Ready To Move,4.0,3850.0,6.0,0.0,205.0,Mukund Nagar,5324.675324675325
